Regiao_Global_ID,Gene_ID,Chr,Start,End,Function
Chr2_R1,GSCOCG00039252001,chr2,5518632,5521067,FBPase domain-containing protein
Chr2_R1,GSCOCG00039253001,chr2,5524599,5528214,putative Acid phosphatase 1
Chr2_R1,GSCOCG00039254001,chr2,5529794,5531005,Glycosyl hydrolase superfamily protein
Chr2_R1,GSCOCG00039255001,chr2,5532421,5536469,ARM repeat superfamily protein
Chr2_R1,GSCOCG00039256001,chr2,5537641,5541178,LIM domain-containing protein WLIM2b
Chr2_R1,GSCOCG00039257001,chr2,5542265,5544648,Proliferating cell nuclear antigen
Chr2_R1,GSCOCG00039258001,chr2,5545045,5549569,TPT domain-containing protein
Chr2_R1,GSCOCG00039259001,chr2,5554692,5557057,60S ribosomal protein L35a-3
Chr2_R1,GSCOCG00039260001,chr2,5559431,5562242,immediate early response 3-interacting protein 1-like
Chr2_R1,GSCOCG00039261001,chr2,5562363,5567541,Aa
Chr2_R1,GSCOCG00039262001,chr2,5573637,5574407,putative serine/threonine-protein phosphatase 6 regulatory subunit 3-like
Chr2_R1,GSCOCG00039264001,chr2,5576392,5577438,Lectin_legB domain-containing protein
Chr2_R1,GSCOCG00039267001,chr2,5585961,5588012,conserved hypothetical protein
Chr2_R1,GSCOCG00039268001,chr2,5599944,5602848,transcription factor MYB122-like
Chr2_R1,GSCOCG00009472001,chr2,5607466,5611432,RING-CH-type domain-containing protein
Chr2_R1,GSCOCG00009473001,chr2,5616236,5619282,Protein of unknown function (DUF620)
Chr2_R1,GSCOCG00009474001,chr2,5622059,5623096,SHSP domain-containing protein
Chr2_R1,GSCOCG00009475001,chr2,5624037,5624519,SHSP domain-containing protein
Chr2_R1,GSCOCG00009477001,chr2,5633022,5633495,SHSP domain-containing protein
Chr2_R1,GSCOCG00009480001,chr2,5635828,5636310,18.1 kDa class I heat shock protein-like
Chr2_R1,GSCOCG00009481001,chr2,5638205,5639778,Glycosyltransferase
Chr2_R1,GSCOCG00009484001,chr2,5650437,5653772,Glycosyltransferase
Chr2_R1,GSCOCG00009485001,chr2,5659010,5663566,putative 7-deoxyloganetic acid glucosyl transferase
Chr2_R1,GSCOCG00009486001,chr2,5668901,5672223,putative AT2G39870.1
Chr2_R1,GSCOCG00029975001,chr2,5683450,5692004,Guanylyl cyclase 1
Chr2_R1,GSCOCG00029974001,chr2,5700073,5709541,PRONE domain-containing protein
Chr2_R1,GSCOCG00029972001,chr2,5710799,5711858,AAI domain-containing protein
Chr2_R1,GSCOCG00029971001,chr2,5712432,5715099,AT3G55646.1
Chr2_R1,GSCOCG00029969001,chr2,5725235,5729603,Cucumisin
Chr2_R1,GSCOCG00029968001,chr2,5732923,5734692,ras-related protein RABA2b-like
Chr2_R1,GSCOCG00029967001,chr2,5735931,5738884,mitochondrial substrate carrier family protein B-like
Chr2_R1,GSCOCG00029965001,chr2,5741502,5746594,LIM zinc-binding domain-containing protein
Chr2_R1,GSCOCG00029963001,chr2,5765998,5768925,Serine/threonine-protein phosphatase PP1 isozyme 4
Chr3_R1,GSCOCG00000043001,chr3,15685218,15694493,Protein ARV 2
Chr3_R1,GSCOCG00000042001,chr3,15702290,15702709,putative GPI-anchored protein
Chr3_R1,GSCOCG00000040001,chr3,15718477,15726671,S-adenosyl-L-methionine-dependent methyltransferase superfamily protein
Chr3_R1,GSCOCG00000037001,chr3,15740678,15752839,Alkaline-phosphatase-like family protein
Chr3_R1,GSCOCG00000035001,chr3,15813020,15826560,Purine permease 3
Chr3_R1,GSCOCG00019332001,chr3,15865695,15870237,"50S ribosomal protein HLP, mitochondrial"
Chr3_R1,GSCOCG00019333001,chr3,15894869,15897443,"Red chlorophyll catabolite reductase, chloroplastic"
Chr3_R1,GSCOCG00019335001,chr3,15900302,15902535,G6PD_C domain-containing protein
Chr3_R1,GSCOCG00019337001,chr3,15904951,15905127,conserved hypothetical protein
Chr3_R1,GSCOCG00019338001,chr3,15928609,15934465,Glucose-6-phosphate 1-dehydrogenase
Chr3_R1,GSCOCG00019339001,chr3,15936403,15937010,ABC transporter domain-containing protein
Chr3_R1,GSCOCG00019340001,chr3,15976059,15976986,conserved hypothetical protein
Chr3_R1,GSCOCG00019341001,chr3,15977396,15984732,conserved hypothetical protein
Chr3_R1,GSCOCG00019342001,chr3,15985759,15993191,putative AT1G05950.1
Chr3_R1,GSCOCG00019343001,chr3,16067657,16070025,"putative Beta-glucosidase-like SFR2, chloroplastic"
Chr3_R1,GSCOCG00000043001,chr3,15685218,15694493,Protein ARV 2
Chr3_R1,GSCOCG00000042001,chr3,15702290,15702709,putative GPI-anchored protein
Chr3_R1,GSCOCG00000040001,chr3,15718477,15726671,S-adenosyl-L-methionine-dependent methyltransferase superfamily protein
Chr3_R1,GSCOCG00000037001,chr3,15740678,15752839,Alkaline-phosphatase-like family protein
Chr3_R1,GSCOCG00000035001,chr3,15813020,15826560,Purine permease 3
Chr3_R1,GSCOCG00019332001,chr3,15865695,15870237,"50S ribosomal protein HLP, mitochondrial"
Chr3_R1,GSCOCG00019333001,chr3,15894869,15897443,"Red chlorophyll catabolite reductase, chloroplastic"
Chr3_R1,GSCOCG00019335001,chr3,15900302,15902535,G6PD_C domain-containing protein
Chr3_R1,GSCOCG00019337001,chr3,15904951,15905127,conserved hypothetical protein
Chr3_R1,GSCOCG00019338001,chr3,15928609,15934465,Glucose-6-phosphate 1-dehydrogenase
Chr3_R1,GSCOCG00019339001,chr3,15936403,15937010,ABC transporter domain-containing protein
Chr3_R1,GSCOCG00019340001,chr3,15976059,15976986,conserved hypothetical protein
Chr3_R1,GSCOCG00019341001,chr3,15977396,15984732,conserved hypothetical protein
Chr3_R1,GSCOCG00019342001,chr3,15985759,15993191,putative AT1G05950.1
Chr3_R1,GSCOCG00019343001,chr3,16067657,16070025,"putative Beta-glucosidase-like SFR2, chloroplastic"
Chr3_R2,GSCOCG00015311001,chr3,18496342,18498412,putative Histone-lysine N-methyltransferase
Chr3_R2,GSCOCG00015310001,chr3,18505526,18508704,Histone-lysine N-methyltransferase
Chr3_R2,GSCOCG00015309001,chr3,18518093,18520488,BED-type domain-containing protein
Chr3_R2,GSCOCG00015308001,chr3,18559473,18562184,ABC transporter domain-containing protein
Chr3_R2,GSCOCG00015306001,chr3,18569131,18573844,Aldolase_II domain-containing protein
Chr3_R2,GSCOCG00015305001,chr3,18577272,18577472,putative protein RALF-like 22
Chr3_R2,GSCOCG00015304001,chr3,18579824,18581284,Phytocyanin domain-containing protein
Chr3_R2,GSCOCG00015302001,chr3,18681555,18681887,conserved hypothetical protein
Chr3_R2,GSCOCG00015300001,chr3,18737942,18745422,RING-type domain-containing protein
Chr3_R2,GSCOCG00015297001,chr3,18774546,18781868,Flowering time control protein fpa
Chr4_R1,GSCOCG00022037001,chr4,2522892,2523800,OVATE domain-containing protein
Chr4_R1,GSCOCG00022038001,chr4,2524079,2534732,Helicase ATP-binding domain-containing protein
Chr4_R1,GSCOCG00022039001,chr4,2539489,2544884,Heat shock 70 kDa protein 15
Chr4_R1,GSCOCG00022040001,chr4,2545454,2548949,Pentatricopeptide repeat-containing protein At3g16010
Chr4_R1,GSCOCG00022041001,chr4,2549498,2551492,Myb-like domain-containing protein
Chr4_R1,GSCOCG00022042001,chr4,2556320,2558395,FLZ-type domain-containing protein
Chr4_R1,GSCOCG00022043001,chr4,2559235,2564305,MAR-binding filament-like protein 1-1
Chr4_R1,GSCOCG00022044001,chr4,2565266,2568997,protein SYS1
Chr4_R1,GSCOCG00022045001,chr4,2569817,2574799,STAS domain-containing protein
Chr4_R1,GSCOCG00022046001,chr4,2582989,2594223,Coatomer subunit beta'
Chr4_R1,GSCOCG00022047001,chr4,2594311,2595480,conserved hypothetical protein
Chr4_R1,GSCOCG00022048001,chr4,2597523,2601466,RanBD1 domain-containing protein
Chr4_R1,GSCOCG00022049001,chr4,2609478,2610299,putative Thionin-like protein 2
Chr4_R1,GSCOCG00022050001,chr4,2616430,2624775,Btz domain-containing protein
Chr4_R1,GSCOCG00022051001,chr4,2632303,2637408,Glycos_transf_1 domain-containing protein
Chr4_R1,GSCOCG00022052001,chr4,2637623,2638693,F-box/kelch-repeat protein At1g80440
Chr4_R1,GSCOCG00022053001,chr4,2644096,2650313,putative Centromere protein C
Chr4_R1,GSCOCG00022054001,chr4,2651294,2656022,BRCT domain-containing protein
Chr4_R1,GSCOCG00022055001,chr4,2656550,2669360,TPR_REGION domain-containing protein
Chr4_R1,GSCOCG00022056001,chr4,2674095,2676837,Auxin-responsive protein
Chr4_R1,GSCOCG00022057001,chr4,2681995,2684814,Auxin-responsive protein
Chr4_R1,GSCOCG00022059001,chr4,2688414,2690400,putative protein CDI
Chr4_R1,GSCOCG00022061001,chr4,2692796,2697067,"D-glycerate 3-kinase, chloroplastic"
Chr4_R1,GSCOCG00022062001,chr4,2698068,2702822,Cyclin-A2-1
Chr4_R1,GSCOCG00022063001,chr4,2707978,2713180,Aminotran_1_2 domain-containing protein
Chr4_R1,GSCOCG00022064001,chr4,2714387,2719156,Katanin p60 ATPase-containing subunit A1
Chr4_R1,GSCOCG00022065001,chr4,2723563,2724872,Fe2OG dioxygenase domain-containing protein
Chr4_R1,GSCOCG00022066001,chr4,2726401,2727694,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Chr4_R1,GSCOCG00022067001,chr4,2736426,2737890,Fe2OG dioxygenase domain-containing protein
Chr4_R1,GSCOCG00022068001,chr4,2742092,2743612,Fe2OG dioxygenase domain-containing protein
Chr4_R1,GSCOCG00022069001,chr4,2748632,2750455,Fe2OG dioxygenase domain-containing protein
Chr4_R1,GSCOCG00022071001,chr4,2754667,2761703,Pleiotropic drug resistance protein 1
Chr4_R1,GSCOCG00022073001,chr4,2783035,2790364,Pleiotropic drug resistance protein 1
Chr4_R1,GSCOCG00022079001,chr4,2806966,2808408,Molybdate transporter 2
Chr4_R1,GSCOCG00022081001,chr4,2812010,2815892,"PTHR33427:SF2 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE:MQD17 (1 of 1)"
Chr4_R1,GSCOCG00022083001,chr4,2816810,2818966,DYW_deaminase domain-containing protein
Chr4_R1,GSCOCG00022084001,chr4,2819016,2820031,conserved hypothetical protein
Chr4_R1,GSCOCG00022085001,chr4,2820181,2822630,NPH3 domain-containing protein
Chr4_R1,GSCOCG00022087001,chr4,2823359,2827219,"ADP,ATP carrier protein"
Chr4_R1,GSCOCG00022088001,chr4,2833989,2837220,V-type proton ATPase subunit c''2
Chr4_R1,GSCOCG00022090001,chr4,2838601,2840131,Hydrolase_4 domain-containing protein
Chr4_R1,GSCOCG00022092001,chr4,2855297,2860382,AB hydrolase-1 domain-containing protein
Chr4_R1,GSCOCG00022094001,chr4,2862185,2864435,Histone H2A
Chr4_R1,GSCOCG00022100001,chr4,2919096,2923125,putative F-box domain-containing protein
Chr4_R2,GSCOCG00018885001,chr4,16126658,16127824,S10_plectin domain-containing protein
Chr4_R2,GSCOCG00018886001,chr4,16240469,16245429,UDP-glycosyltransferase 83A1-like
Chr4_R2,GSCOCG00018887001,chr4,16251306,16254190,conserved hypothetical protein
Chr4_R2,GSCOCG00018889001,chr4,16348328,16349703,conserved hypothetical protein
Chr4_R2,GSCOCG00018890001,chr4,16350466,16354857,AT5G07950.1
Chr4_R2,GSCOCG00018891001,chr4,16358910,16369550,putative dentin sialophosphoprotein-related
Chr5_R1,GSCOCG00016782001,chr5,22498881,22502405,C2H2-type domain-containing protein
Chr5_R1,GSCOCG00016783001,chr5,22513502,22519988,putative AT5G44150.1
Chr5_R1,GSCOCG00016784001,chr5,22522343,22523104,Glutaredoxin domain-containing protein
Chr5_R1,GSCOCG00016786001,chr5,22530246,22535445,PHB domain-containing protein
Chr5_R1,GSCOCG00016787001,chr5,22540166,22541196,FAS1 domain-containing protein
Chr5_R1,GSCOCG00016788001,chr5,22543228,22548085,putative ovule protein
Chr5_R1,GSCOCG00016789001,chr5,22549886,22551244,Tabersonine 16-O-methyltransferase
Chr5_R1,GSCOCG00016790001,chr5,22555293,22556195,Flavin-containing monooxygenase
Chr5_R1,GSCOCG00016791001,chr5,22558654,22560311,Trans-resveratrol di-O-methyltransferase
Chr5_R1,GSCOCG00016792001,chr5,22561529,22562377,Flavin-containing monooxygenase
Chr5_R1,GSCOCG00016793001,chr5,22639859,22641778,Trans-resveratrol di-O-methyltransferase
Chr5_R1,GSCOCG00016794001,chr5,22644241,22648565,Optic atrophy 3 protein (OPA3)
Chr5_R1,GSCOCG00016795001,chr5,22650181,22653450,putative disease resistance protein RGA3
Chr5_R1,GSCOCG00016796001,chr5,22654711,22656761,putative Smr domain-containing protein
Chr5_R1,GSCOCG00016797001,chr5,22657396,22663371,Acyl-coenzyme A oxidase
Chr5_R1,GSCOCG00016799001,chr5,22671111,22673757,Ras-related protein RABA1f
Chr5_R1,GSCOCG00016800001,chr5,22675358,22679831,EFG_C domain-containing protein
Chr5_R1,GSCOCG00016801001,chr5,22679936,22688630,Tr-type G domain-containing protein
Chr5_R1,GSCOCG00016803001,chr5,22693999,22696803,PRKCSH-like domain-containing protein
Chr5_R1,GSCOCG00016804001,chr5,22698802,22700136,Pentatricopeptide repeat-containing protein At1g06270
Chr5_R1,GSCOCG00016805001,chr5,22700988,22702405,Senescence-specific cysteine protease SAG12
Chr5_R1,GSCOCG00016806001,chr5,22707627,22711257,BZIP domain-containing protein
Chr5_R1,GSCOCG00016808001,chr5,22713917,22716380,conserved hypothetical protein
Chr5_R1,GSCOCG00016809001,chr5,22716688,22717987,putative AT3G58110.2
Chr5_R1,GSCOCG00016811001,chr5,22723598,22724254,putative PMEI domain-containing protein OS=Handroanthus impetiginosus OX=429701 GN=CDL12
Chr5_R1,GSCOCG00016812001,chr5,22729494,22731551,X8 domain-containing protein
Chr5_R1,GSCOCG00016813001,chr5,22735110,22735883,RING-type domain-containing protein
Chr5_R1,GSCOCG00016815001,chr5,22753072,22755512,TCP domain-containing protein
Chr5_R1,GSCOCG00016816001,chr5,22773276,22775743,Pentatricopeptide repeat-containing protein At3g58590
Chr5_R1,GSCOCG00016818001,chr5,22823781,22827097,Transcription factor gte4
Chr5_R1,GSCOCG00016820001,chr5,22829922,22833227,Protein of unknown function DUF455
Chr5_R1,GSCOCG00016821001,chr5,22833533,22834399,Signaling peptide TAXIMIN 1
Chr5_R1,GSCOCG00016822001,chr5,22834476,22836162,putative Late embryogenesis abundant protein At3g53040
Chr5_R1,GSCOCG00016823001,chr5,22837308,22843014,PMR5N domain-containing protein
Chr5_R1,GSCOCG00016824001,chr5,22849095,22853124,putative AT2G31130.1
Chr5_R1,GSCOCG00016826001,chr5,22855720,22860477,DUF1681 domain-containing protein
Chr5_R1,GSCOCG00016827001,chr5,22861349,22862147,conserved hypothetical protein
Chr5_R1,GSCOCG00016828001,chr5,22862215,22864682,Methyltransf_11 domain-containing protein
Chr5_R1,GSCOCG00016829001,chr5,22866806,22870079,putative disease resistance protein RGA3
Chr5_R1,GSCOCG00016832001,chr5,22880446,22880893,conserved hypothetical protein
Chr5_R1,GSCOCG00016833001,chr5,22880961,22883455,Methyltransf_11 domain-containing protein
Chr5_R1,GSCOCG00016835001,chr5,22884410,22888404,putative disease resistance protein RGA3
Chr5_R1,GSCOCG00016837001,chr5,22894078,22895895,ABC transporter domain-containing protein
Chr5_R1,GSCOCG00016839001,chr5,22898405,22900115,BHLH domain-containing protein
Chr5_R2,GSCOCG00038623001,chr5,28676303,28682330,"DNA repair protein recA, chloroplastic"
Chr5_R2,GSCOCG00038622001,chr5,28682559,28684712,conserved hypothetical protein
Chr5_R2,GSCOCG00038621001,chr5,28687828,28691965,NAC domain-containing protein
Chr5_R2,GSCOCG00038620001,chr5,28699096,28705577,Methyltranfer_dom domain-containing protein
Chr5_R2,GSCOCG00038619001,chr5,28712649,28714644,AT1G79060.1
Chr5_R2,GSCOCG00038617001,chr5,28722054,28725371,"Pentatricopeptide repeat-containing protein At1g79080, chloroplastic"
Chr5_R2,GSCOCG00038616001,chr5,28725706,28732746,Transducin/WD40 repeat-like superfamily protein
Chr5_R2,GSCOCG00038615001,chr5,28734930,28740947,BTB domain-containing protein
Chr5_R2,GSCOCG00038614001,chr5,28741028,28747511,Protein PAT1
Chr5_R2,GSCOCG00038613001,chr5,28753324,28762259,Peptidyl-prolyl cis-trans isomerase
Chr5_R2,GSCOCG00038612001,chr5,28762863,28768015,Obg-like ATPase 1
Chr5_R2,GSCOCG00038610001,chr5,28772058,28777223,Protein NARROW LEAF 1
Chr5_R2,GSCOCG00038609001,chr5,28777629,28782179,RRM domain-containing protein
Chr5_R2,GSCOCG00038608001,chr5,28782736,28787161,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Chr5_R2,GSCOCG00038607001,chr5,28787327,28790405,"putative protein Iojap, chloroplastic"
Chr5_R2,GSCOCG00038606001,chr5,28793521,28798172,"Porphobilinogen deaminase, chloroplastic"
Chr5_R2,GSCOCG00038605001,chr5,28802567,28804243,RING-type domain-containing protein
Chr5_R2,GSCOCG00038604001,chr5,28806537,28808045,Protein kinase domain-containing protein
Chr5_R2,GSCOCG00038603001,chr5,28811706,28812633,conserved hypothetical protein
Chr5_R2,GSCOCG00038602001,chr5,28812712,28815588,PORR domain-containing protein
Chr5_R2,GSCOCG00038601001,chr5,28815675,28818253,HORMA domain-containing protein
Chr5_R2,GSCOCG00038600001,chr5,28818424,28822010,KRR1 small subunit processome component
Chr5_R2,GSCOCG00038599001,chr5,28822152,28823111,Os02g0519900 protein
Chr5_R2,GSCOCG00038598001,chr5,28823163,28825068,Tr-type G domain-containing protein
Chr5_R2,GSCOCG00038597001,chr5,28827231,28831612,Post-GPI attachment to proteins factor 3
Chr5_R2,GSCOCG00038595001,chr5,28838561,28840730,NAC domain-containing protein
Chr5_R2,GSCOCG00038593001,chr5,28848933,28860144,Molybdenum cofactor sulfurase
Chr5_R2,GSCOCG00038591001,chr5,28868602,28868952,putative LOB domain-containing protein
Chr5_R2,GSCOCG00038590001,chr5,28873414,28875387,CCT domain-containing protein
Chr5_R2,GSCOCG00038588001,chr5,28879103,28882249,AT1G16520.1
Chr5_R2,GSCOCG00038587001,chr5,28883047,28886643,TPR_REGION domain-containing protein
Chr5_R2,GSCOCG00038585001,chr5,28898430,28898855,Auxin-responsive protein SAUR72
Chr5_R2,GSCOCG00038584001,chr5,28903856,28911820,binding
Chr5_R2,GSCOCG00038583001,chr5,28921243,28924429,PTHR33177:SF6 - F3O9.30 (1 of 2)
Chr5_R2,GSCOCG00038582001,chr5,28932797,28936433,Ubiquitin-NEDD8-like protein RUB1
Chr5_R2,GSCOCG00038580001,chr5,28940998,28943878,Transcription factor MYB63
Chr5_R2,GSCOCG00038578001,chr5,28945553,28955539,ARM repeat superfamily protein
Chr5_R2,GSCOCG00038577001,chr5,28964314,28970315,Sulfurtransferase
Chr5_R2,GSCOCG00038576001,chr5,28970619,28972694,Phosphatidylinositol transfer protein SEC14 OS=Handroanthus impetiginosus OX=429701 GN=CDL12
Chr5_R2,GSCOCG00038575001,chr5,28972986,28974887,putative S-adenosyl-L-methionine-dependent methyltransferase superfamily protein
Chr5_R2,GSCOCG00038574001,chr5,28974985,28975796,conserved hypothetical protein
Chr5_R2,GSCOCG00038573001,chr5,28975879,28979943,Phosphoglycerate kinase
Chr5_R2,GSCOCG00038572001,chr5,28980272,28988483,Phosphoglycerate kinase
Chr5_R2,GSCOCG00038571001,chr5,28990291,28993825,Phosphoglycerate kinase family protein
Chr5_R2,GSCOCG00038570001,chr5,28995947,28999610,AT1G56180.1
Chr5_R2,GSCOCG00038568001,chr5,29002054,29015295,MIF4G domain-containing protein
Chr5_R2,GSCOCG00038566001,chr5,29016629,29017912,Aa
Chr5_R2,GSCOCG00038564001,chr5,29018947,29019414,Ribosomal protein L11
Chr5_R2,GSCOCG00038563001,chr5,29019601,29022212,conserved hypothetical protein
Chr5_R2,GSCOCG00038562001,chr5,29022408,29026377,"Peroxisomal 2,4-dienoyl-CoA reductase"
Chr5_R2,GSCOCG00038561001,chr5,29026507,29030730,DEAD-box ATP-dependent RNA helicase 36
Chr5_R2,GSCOCG00038559001,chr5,29032099,29039574,Protein kinase domain-containing protein
Chr5_R2,GSCOCG00038557001,chr5,29041160,29046933,PF01464 - Transglycosylase SLT domain (SLT)  (1 of 1)
Chr5_R2,GSCOCG00038556001,chr5,29047023,29049421,putative PF01464 - Transglycosylase SLT domain (SLT)  (1 of 1)
Chr5_R2,GSCOCG00038554001,chr5,29050422,29055057,Glyceraldehyde-3-phosphate dehydrogenase
Chr5_R2,GSCOCG00038552001,chr5,29056052,29062053,Defective in cullin neddylation protein
Chr5_R2,GSCOCG00038551001,chr5,29063835,29068063,ZT
Chr5_R2,GSCOCG00038549001,chr5,29071301,29073254,Uncharacterized conserved protein (DUF2358)
Chr5_R2,GSCOCG00038548001,chr5,29073520,29080050,Cyclin-B3-1 like
Chr5_R2,GSCOCG00038547001,chr5,29081609,29083737,X8 domain-containing protein
Chr5_R2,GSCOCG00038546001,chr5,29085348,29090867,PUA domain-containing protein
Chr6_R1,GSCOCG00023165001,chr6,4237,8743,Hexosyltransferase
Chr6_R1,GSCOCG00023166001,chr6,8877,13046,putative galacturonosyltransferase 7
Chr6_R1,GSCOCG00023167001,chr6,14719,24529,GOLD domain-containing protein
Chr6_R1,GSCOCG00023168001,chr6,35634,46365,Ethanolamine-phosphate cytidylyltransferase
Chr6_R1,GSCOCG00023169001,chr6,46671,48017,putative protein LURP-one-related 5
Chr6_R1,GSCOCG00023170001,chr6,53237,60156,MLO-like protein
Chr6_R1,GSCOCG00023171001,chr6,60305,65691,Protein kinase domain-containing protein
Chr6_R1,GSCOCG00023174001,chr6,71721,72239,conserved hypothetical protein
Chr6_R1,GSCOCG00023175001,chr6,72314,72721,Response regulatory domain-containing protein
Chr6_R1,GSCOCG00023176001,chr6,72779,73328,conserved hypothetical protein
Chr6_R1,GSCOCG00023178001,chr6,78180,79312,LEA_2 domain-containing protein
Chr6_R1,GSCOCG00023179001,chr6,79767,81491,conserved hypothetical protein
Chr6_R1,GSCOCG00023180001,chr6,81954,83692,putative WEB family protein At5g55860
Chr6_R1,GSCOCG00023181001,chr6,84931,85830,Calcium-binding protein CAST
Chr6_R1,GSCOCG00023182001,chr6,86737,94263,Protein PIN-LIKES 6
Chr6_R1,GSCOCG00023184001,chr6,110753,112628,Bromo domain-containing protein
Chr6_R1,GSCOCG00023186001,chr6,116506,119892,AT5G01970.1
Chr6_R1,GSCOCG00023187001,chr6,121841,129731,RING-type domain-containing protein
Chr6_R1,GSCOCG00023188001,chr6,130507,133568,Protein of unknown function (DUF1191)
Chr6_R1,GSCOCG00023191001,chr6,135328,135914,Nadh dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 OS=Nicotiana attenuata OX=49451 GN=A4A49
Chr6_R1,GSCOCG00023192001,chr6,142771,147481,KH domain-containing protein
Chr6_R1,GSCOCG00023193001,chr6,149893,152171,"protein RETICULATA-RELATED 3, chloroplastic-like"
Chr6_R1,GSCOCG00023194001,chr6,152241,165148,Protein kinase domain-containing protein
Chr6_R1,GSCOCG00023196001,chr6,173658,177643,N-acetyltransferase domain-containing protein
Chr6_R1,GSCOCG00023197001,chr6,182092,186979,AT3G08670.1
Chr6_R1,GSCOCG00023198001,chr6,188251,190959,Protein kinase domain-containing protein
Chr6_R1,GSCOCG00023199001,chr6,191132,197895,putative Mitochondrial ATP synthase D chain-related protein
Chr6_R1,GSCOCG00023200001,chr6,200923,204774,Thioredoxin
Chr6_R1,GSCOCG00023201001,chr6,204952,208870,Protein kinase domain-containing protein
Chr6_R1,GSCOCG00023203001,chr6,210242,213988,conserved hypothetical protein
Chr6_R1,GSCOCG00023205001,chr6,216338,220270,Protein kinase domain-containing protein
Chr6_R1,GSCOCG00023206001,chr6,221206,223765,Cellulase domain-containing protein
Chr6_R1,GSCOCG00023207001,chr6,223848,225410,conserved hypothetical protein
Chr6_R1,GSCOCG00023208001,chr6,237095,238012,conserved hypothetical protein
Chr6_R1,GSCOCG00023209001,chr6,238399,240579,PhoLip_ATPase_N domain-containing protein
Chr6_R1,GSCOCG00023210001,chr6,240789,248529,Phospholipid-transporting ATPase
Chr6_R1,GSCOCG00023212001,chr6,249224,250841,"Protein of unknown function, DUF599"
Chr6_R1,GSCOCG00023213001,chr6,255079,261640,EGF_CA domain-containing protein
Chr6_R1,GSCOCG00023214001,chr6,261981,266052,"putative protein FATTY ACID EXPORT 3, chloroplastic"
Chr6_R1,GSCOCG00023216001,chr6,269144,273680,elongation factor P (EF-P) family protein
Chr6_R1,GSCOCG00023217001,chr6,275251,283413,B3 domain-containing protein Os07g0679700
Chr6_R1,GSCOCG00023218001,chr6,284011,288150,Protein kinase domain-containing protein
Chr6_R1,GSCOCG00023219001,chr6,295913,297218,conserved hypothetical protein
Chr6_R1,GSCOCG00023220001,chr6,297756,303312,MACPF domain-containing protein
Chr6_R1,GSCOCG00023222001,chr6,304999,309179,Protein kinase domain-containing protein
Chr6_R1,GSCOCG00023224001,chr6,319090,320397,Protein DETOXIFICATION 53
Chr6_R1,GSCOCG00023226001,chr6,327987,333604,AT3G51610.1
Chr6_R1,GSCOCG00023227001,chr6,339787,347226,PAP/OAS1 substrate-binding domain superfamily
Chr6_R1,GSCOCG00023228001,chr6,360525,364732,Protein kinase domain-containing protein
Chr6_R1,GSCOCG00023229001,chr6,372332,373711,OVATE domain-containing protein
Chr6_R1,GSCOCG00023230001,chr6,378821,381112,RING-type E3 ubiquitin transferase
Chr6_R2,GSCOCG00041321001,chr6,11675168,11678731,ANK_REP_REGION domain-containing protein
Chr6_R2,GSCOCG00041319001,chr6,11682269,11690318,E3 ubiquitin-protein ligase XBAT32
Chr6_R2,GSCOCG00041317001,chr6,11696277,11706262,PIN domain-like family protein
Chr6_R2,GSCOCG00041313001,chr6,11712758,11716556,N-acetyltransferase domain-containing protein
Chr6_R2,GSCOCG00041312001,chr6,11717852,11723496,Mannosyltransferase
Chr6_R2,GSCOCG00041311001,chr6,11724799,11728233,Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region
Chr6_R2,GSCOCG00041310001,chr6,11749990,11755016,Aa
Chr6_R2,GSCOCG00041308001,chr6,11854425,11854866,putative protein of unknown function (DUF1399)
Chr6_R2,GSCOCG00041307001,chr6,11857713,11858340,Aa
Chr6_R2,GSCOCG00041306001,chr6,11868286,11869325,putative Transcription factor IBH1-like 1
Chr6_R2,GSCOCG00041304001,chr6,11881857,11885445,putative AT5G57790.2
Chr6_R2,GSCOCG00041303001,chr6,11886522,11892151,Very-long-chain aldehyde decarbonylase CER3
Chr6_R2,GSCOCG00041302001,chr6,11906995,11910021,WAT1-related protein
Chr6_R2,GSCOCG00041301001,chr6,11911500,11913755,putative WAT1-related protein At4g30420
Chr6_R2,GSCOCG00041300001,chr6,11915520,11918979,putative Tetraspanin-8
Chr6_R2,GSCOCG00041299001,chr6,11922155,11927106,Cytochrome c oxidase subunit
Chr6_R2,GSCOCG00041298001,chr6,11928949,11930441,putative Tetraspanin-15
Chr6_R2,GSCOCG00041297001,chr6,11931125,11934900,Protein FLX-like
Chr6_R2,GSCOCG00041294001,chr6,11949021,11949788,glycine-rich protein
Chr6_R2,GSCOCG00041293001,chr6,11952023,11952943,cell wall protein IFF6-like
Chr6_R2,GSCOCG00041292001,chr6,11987664,11993468,HD_domain domain-containing protein
Chr6_R2,GSCOCG00041290001,chr6,12025493,12031228,HD_domain domain-containing protein
Chr6_R3,GSCOCG00034091001,chr6,27712302,27713345,"putative Ferric reduction oxidase 7, chloroplastic"
Chr6_R3,GSCOCG00034090001,chr6,27823030,27825162,HMA domain-containing protein
